Coef	SE	P	N	Met	CpG	grp	Gene	stat_sig
-0.0451198525054195	0.0232873024555912	0.0528544994390694	1637	VLDL.D	cg07689907	VLDL	FADS1	
0.144958255178881	0.0260960806933822	3.24166941358621e-08	1646	VLDL.D	cg11024682	VLDL	SREBF1	
-0.0585983597321629	0.0253869838645934	0.0211128564789499	1644	VLDL.D	cg11250194	VLDL	FADS2	
-0.111404749415501	0.0239238133079289	3.48057388158421e-06	1615	VLDL.D	cg14476101	VLDL	PHGDH	
0.125383017312083	0.0229566866696128	5.44839491311147e-08	1642	VLDL.D	cg15863539	VLDL	SREBF1	
-0.086572245059852	0.0227190986023763	0.000143832996096975	1643	VLDL.D	cg16246545	VLDL	PHGDH	
-0.126454305701362	0.0306512371303891	3.88470624508391e-05	1648	VLDL.D	cg17901584	VLDL	DHCR24	
-0.0635933989865441	0.0221488278505394	0.00414254303391403	1639	VLDL.D	cg19610905	VLDL	FADS2	
-0.165230226173336	0.0237382455507369	4.9140428796941e-12	1634	VLDL.D	cg19693031	VLDL	TXNIP	replicated
0.136092384341286	0.023325671803868	6.50503095807765e-09	1639	VLDL.D	cg20544516	VLDL	SREBF1	
-0.0163923955734126	0.024771504239741	0.508229148490342	1644	VLDL.D	cg24503796	VLDL	SCD	
-0.0146536695462644	0.0341313578688935	0.667738788298539	1647	VLDL.D	cg25324164	VLDL	FADS2	
0.14869775203532	0.0239339737510612	6.60487636377845e-10	1637	VLDL.D	cg27243685	VLDL	ABCG1	
0.0183220356477547	0.0251545522386344	0.466487502523255	1635	VLDL.D	cg27386326	VLDL	FADS2	
-0.159610117928228	0.0242990848117939	6.82174642019789e-11	1643	VLDL.C	cg00574958	VLDL	CPT1A	replicated
0.018173068849912	0.0253244324831555	0.473100864219449	1645	VLDL.C	cg00603274	VLDL	FADS2	
0.0213969695024222	0.0232546345530526	0.357648778941892	1642	VLDL.C	cg01400685	VLDL	FADS2	
-0.0484064432037006	0.0270411997476514	0.073623893672266	1646	VLDL.C	cg02711608	VLDL	SLC1A5	
0.0689455525599722	0.0246027659104557	0.00513606114502082	1576	VLDL.C	cg03440556	VLDL	SCD	
0.16480488971326	0.0253693399240363	1.09158597236907e-10	1647	VLDL.C	cg06500161	VLDL	ABCG1	replicated
-0.0547807480799243	0.0250654822674005	0.0289951149013964	1634	VLDL.C	cg06690548	VLDL	SLC7A11	
-0.00614077828880921	0.0301392233099805	0.838576672429348	1645	VLDL.C	cg06781209	VLDL	FADS2	
0.111432539826499	0.0251795563953771	1.02610193246884e-05	1646	VLDL.C	cg07504977	VLDL	LINC00263	
-0.0285364592173541	0.0249223817141026	0.252372039636239	1647	VLDL.C	cg07626482	VLDL	SLC1A5	
-0.0131885255123856	0.0246052362514908	0.592028931928676	1637	VLDL.C	cg07689907	VLDL	FADS1	
0.15592660416703	0.0274528790801754	1.59470750268938e-08	1646	VLDL.C	cg11024682	VLDL	SREBF1	
-0.00666233177874437	0.0267725863331003	0.803509039779839	1644	VLDL.C	cg11250194	VLDL	FADS2	
-0.0503004894968295	0.0252102602190378	0.0461867025957237	1615	VLDL.C	cg14476101	VLDL	PHGDH	
0.0873677455519965	0.0243169581443905	0.000336816090300231	1642	VLDL.C	cg15863539	VLDL	SREBF1	
-0.0277207341036117	0.024023377815844	0.248708353604869	1643	VLDL.C	cg16246545	VLDL	PHGDH	
-0.0497205715227566	0.0324162593031349	0.125269268613774	1648	VLDL.C	cg17901584	VLDL	DHCR24	
-0.0151689542012626	0.0234065284371364	0.517034739732607	1639	VLDL.C	cg19610905	VLDL	FADS2	
-0.134469438734763	0.0251158996979158	9.84366075429932e-08	1634	VLDL.C	cg19693031	VLDL	TXNIP	
0.12027121426964	0.0245820233107833	1.09385651513789e-06	1639	VLDL.C	cg20544516	VLDL	SREBF1	
0.0671434082842243	0.0260378395053648	0.0100050237918893	1644	VLDL.C	cg24503796	VLDL	SCD	
0.0400079489643161	0.0358856138801868	0.265068938462977	1647	VLDL.C	cg25324164	VLDL	FADS2	
0.148699988016262	0.0252526324401522	4.73052616576809e-09	1637	VLDL.C	cg27243685	VLDL	ABCG1	
-0.00578663419306695	0.0264893079837495	0.827104792370588	1635	VLDL.C	cg27386326	VLDL	FADS2	
-0.198830030124344	0.0230447457840889	1.46172562647091e-17	1643	Serum.TG	cg00574958	Serum.TG	CPT1A	replicated
-0.0066708868854773	0.0242367542516431	0.783168033357989	1645	Serum.TG	cg00603274	Serum.TG	FADS2	
-0.0109980822991401	0.0222630969540745	0.6213695038065	1642	Serum.TG	cg01400685	Serum.TG	FADS2	
-0.0999730057155228	0.0258077723708833	0.000111422429365971	1646	Serum.TG	cg02711608	Serum.TG	SLC1A5	
0.0568160166129885	0.0235843542540859	0.0161094192348355	1576	Serum.TG	cg03440556	Serum.TG	SCD	
0.235969504004127	0.0239167946867389	2.43427600865779e-22	1647	Serum.TG	cg06500161	Serum.TG	ABCG1	replicated
-0.0982035282124339	0.0238905141195149	4.14520484331542e-05	1634	Serum.TG	cg06690548	Serum.TG	SLC7A11	
-0.0477897796112831	0.0288305447049202	0.097589365974621	1645	Serum.TG	cg06781209	Serum.TG	FADS2	
0.140172445936823	0.0240245246192188	6.49567649058369e-09	1646	Serum.TG	cg07504977	Serum.TG	LINC00263	
-0.0646142797875118	0.0238140469599094	0.00673225213197637	1647	Serum.TG	cg07626482	Serum.TG	SLC1A5	
-0.0314863060785561	0.0234980577254252	0.180448706481463	1637	Serum.TG	cg07689907	Serum.TG	FADS1	
0.176283169504069	0.0262005596614002	2.37219693982745e-11	1646	Serum.TG	cg11024682	Serum.TG	SREBF1	replicated
-0.0442320119036414	0.0256261239810781	0.0845283329135166	1644	Serum.TG	cg11250194	Serum.TG	FADS2	
-0.114164383930901	0.0240665636541941	2.28593587772536e-06	1615	Serum.TG	cg14476101	Serum.TG	PHGDH	
0.138406704699464	0.0231232306488684	2.64831385019411e-09	1642	Serum.TG	cg15863539	Serum.TG	SREBF1	
-0.0873653557103884	0.0229026185085646	0.000141489440333503	1643	Serum.TG	cg16246545	Serum.TG	PHGDH	
-0.0995397267086018	0.0309773045069612	0.00133781688665804	1648	Serum.TG	cg17901584	Serum.TG	DHCR24	
-0.0386443249278562	0.022389835924423	0.0845424779661148	1639	Serum.TG	cg19610905	Serum.TG	FADS2	
-0.176208641711732	0.0238804357424653	2.54447035524119e-13	1634	Serum.TG	cg19693031	Serum.TG	TXNIP	replicated
0.163068006418893	0.0233901410149793	4.54522826436151e-12	1639	Serum.TG	cg20544516	Serum.TG	SREBF1	kora_only
0.0378803047785986	0.0249766005779301	0.129554309762024	1644	Serum.TG	cg24503796	Serum.TG	SCD	
-0.00293962812241755	0.0343970800238472	0.931904969086949	1647	Serum.TG	cg25324164	Serum.TG	FADS2	
0.183087188767368	0.0239960328529226	3.98867203573877e-14	1637	Serum.TG	cg27243685	Serum.TG	ABCG1	replicated
0.0140341249608526	0.0253761405189112	0.580309751017269	1635	Serum.TG	cg27386326	Serum.TG	FADS2	
-0.197264825359336	0.0227912739207414	1.16334979937149e-17	1643	VLDL.TG	cg00574958	VLDL	CPT1A	replicated
-0.0138471388091616	0.0239778264364962	0.563683317849086	1645	VLDL.TG	cg00603274	VLDL	FADS2	
-0.018110242373264	0.0220198871569533	0.410942076861888	1642	VLDL.TG	cg01400685	VLDL	FADS2	
-0.0882509463792446	0.0255542522831029	0.000567611264633663	1646	VLDL.TG	cg02711608	VLDL	SLC1A5	
0.0411943313035018	0.0233368745818602	0.0777257033245402	1576	VLDL.TG	cg03440556	VLDL	SCD	
0.239234061924721	0.023617362655453	1.98915180027612e-23	1647	VLDL.TG	cg06500161	VLDL	ABCG1	replicated
-0.0841037101428725	0.0236812550126231	0.000394059255542764	1634	VLDL.TG	cg06690548	VLDL	SLC7A11	
-0.0542770386659802	0.0284960839865712	0.0569929881359837	1645	VLDL.TG	cg06781209	VLDL	FADS2	
0.128683788551159	0.0237909830447689	7.28452118962945e-08	1646	VLDL.TG	cg07504977	VLDL	LINC00263	
-0.0493280033575478	0.0235739479470339	0.0365502493145421	1647	VLDL.TG	cg07626482	VLDL	SLC1A5	
-0.0404278787660996	0.0232227849291622	0.0818963520029661	1637	VLDL.TG	cg07689907	VLDL	FADS1	
0.166912569170659	0.025950314036255	1.65163952508698e-10	1646	VLDL.TG	cg11024682	VLDL	SREBF1	replicated
-0.0551260050101092	0.0253366403716988	0.0297182903264643	1644	VLDL.TG	cg11250194	VLDL	FADS2	
-0.101349891817191	0.023845245136978	2.25827851183095e-05	1615	VLDL.TG	cg14476101	VLDL	PHGDH	
0.131049375303707	0.0228845066787203	1.21901154465498e-08	1642	VLDL.TG	cg15863539	VLDL	SREBF1	
-0.0753170812508214	0.0226848806817647	0.000919658116654076	1643	VLDL.TG	cg16246545	VLDL	PHGDH	
-0.121519791231176	0.030583132625741	7.39412623668992e-05	1648	VLDL.TG	cg17901584	VLDL	DHCR24	
-0.0516523041359544	0.0221231800754753	0.0196776771620919	1639	VLDL.TG	cg19610905	VLDL	FADS2	
-0.168933715151028	0.0236402432211988	1.34741074638143e-12	1634	VLDL.TG	cg19693031	VLDL	TXNIP	replicated
0.152389348939994	0.0231651795183612	6.40192668497155e-11	1639	VLDL.TG	cg20544516	VLDL	SREBF1	replicated
0.0187654628865306	0.0247165977523927	0.447828060777456	1644	VLDL.TG	cg24503796	VLDL	SCD	
-0.00892865181806387	0.0340277033371849	0.793051219165793	1647	VLDL.TG	cg25324164	VLDL	FADS2	
0.17185642416881	0.0237338095034858	6.85987656028664e-13	1637	VLDL.TG	cg27243685	VLDL	ABCG1	replicated
0.014006150412063	0.0251047158857997	0.576983757178015	1635	VLDL.TG	cg27386326	VLDL	FADS2	
-0.157326079396	0.0216560102648067	5.77919639343653e-13	1642	TGtoPG	cg00574958	TGtoPG	CPT1A	kora_only
-0.0283529884039074	0.0226111487972125	0.210044852239869	1644	TGtoPG	cg00603274	TGtoPG	FADS2	
-0.0269805846952583	0.0207572134393786	0.193848404770126	1641	TGtoPG	cg01400685	TGtoPG	FADS2	
-0.0875611428699683	0.0241108645402977	0.000290405215685051	1645	TGtoPG	cg02711608	TGtoPG	SLC1A5	
0.0374640900930607	0.0220130531394054	0.0889733645558541	1575	TGtoPG	cg03440556	TGtoPG	SCD	
0.243756093919809	0.0221742474839884	3.64655677314887e-27	1646	TGtoPG	cg06500161	TGtoPG	ABCG1	kora_only
-0.0905680999481363	0.0223238252553913	5.20789241585826e-05	1633	TGtoPG	cg06690548	TGtoPG	SLC7A11	
-0.049954130260983	0.0269383812860376	0.063865269488883	1644	TGtoPG	cg06781209	TGtoPG	FADS2	
0.119482040408983	0.0224917137588658	1.23250958263984e-07	1645	TGtoPG	cg07504977	TGtoPG	LINC00263	
-0.056010313529986	0.0222581762982929	0.0119518902241749	1646	TGtoPG	cg07626482	TGtoPG	SLC1A5	
-0.0358424797892673	0.0219304365938678	0.102375649106753	1636	TGtoPG	cg07689907	TGtoPG	FADS1	
0.15035433208199	0.0245185141432674	1.08550402697601e-09	1645	TGtoPG	cg11024682	TGtoPG	SREBF1	
-0.0711195141497268	0.0239121988075444	0.00298094654994063	1643	TGtoPG	cg11250194	TGtoPG	FADS2	
-0.112926269558068	0.0224575276842814	5.50324879412318e-07	1614	TGtoPG	cg14476101	TGtoPG	PHGDH	
0.125297477414331	0.0215897089296025	7.79311901673037e-09	1641	TGtoPG	cg15863539	TGtoPG	SREBF1	
-0.0881569635104925	0.0213630649164226	3.86838915701019e-05	1642	TGtoPG	cg16246545	TGtoPG	PHGDH	
-0.15173723508097	0.028773105862708	1.51733354487047e-07	1647	TGtoPG	cg17901584	TGtoPG	DHCR24	
-0.052210792606291	0.0208535708348011	0.0123885224849851	1638	TGtoPG	cg19610905	TGtoPG	FADS2	
-0.151200942880124	0.0223285631787299	1.77778047462985e-11	1633	TGtoPG	cg19693031	TGtoPG	TXNIP	replicated
0.155277647154192	0.0218202109929855	1.6604177860974e-12	1638	TGtoPG	cg20544516	TGtoPG	SREBF1	kora_only
0.0145519027258842	0.0233286944592202	0.532861712184	1643	TGtoPG	cg24503796	TGtoPG	SCD	
-0.0272340489771603	0.0321458983081667	0.397007569938502	1646	TGtoPG	cg25324164	TGtoPG	FADS2	
0.184074924081255	0.0223304870130683	3.42825686819311e-16	1636	TGtoPG	cg27243685	TGtoPG	ABCG1	replicated
0.0240911855818021	0.0236529827694344	0.308580544645581	1634	TGtoPG	cg27386326	TGtoPG	FADS2	
-0.162547606944122	0.0250125883935586	1.07616111175084e-10	1639	TotFA	cg00574958	TotFA	CPT1A	replicated
0.0198372740554842	0.0260764027691633	0.446925048334007	1641	TotFA	cg00603274	TotFA	FADS2	
0.0223077997512153	0.023927514439995	0.351316757398072	1638	TotFA	cg01400685	TotFA	FADS2	
-0.0929731176934597	0.0278301367323543	0.000854540747253405	1642	TotFA	cg02711608	TotFA	SLC1A5	
0.0789138610099342	0.0253060177701352	0.00185187356094597	1572	TotFA	cg03440556	TotFA	SCD	
0.133802055661837	0.026286219531597	3.99331210063733e-07	1643	TotFA	cg06500161	TotFA	ABCG1	
-0.0923567687681898	0.0256781681221337	0.000332008142761635	1630	TotFA	cg06690548	TotFA	SLC7A11	
-0.0293672946798871	0.0310691409434916	0.344685446015001	1641	TotFA	cg06781209	TotFA	FADS2	
0.11687629699681	0.0259718963705867	7.27555140537629e-06	1642	TotFA	cg07504977	TotFA	LINC00263	
-0.0692629452152208	0.0256096878587169	0.0069109619451498	1643	TotFA	cg07626482	TotFA	SLC1A5	
-0.0121696103869015	0.0253564686179588	0.631334377870207	1633	TotFA	cg07689907	TotFA	FADS1	
0.156209680750249	0.0282613199994946	3.78244890379212e-08	1642	TotFA	cg11024682	TotFA	SREBF1	
0.00147631829715825	0.0275910853536166	0.95733449024875	1640	TotFA	cg11250194	TotFA	FADS2	
-0.076867803816564	0.0260558527641528	0.00322296273113094	1611	TotFA	cg14476101	TotFA	PHGDH	
0.102273185079937	0.0250290429411391	4.60009041605638e-05	1638	TotFA	cg15863539	TotFA	SREBF1	
-0.0554448001673365	0.0247152154142663	0.0250092128320602	1639	TotFA	cg16246545	TotFA	PHGDH	
0.0106195250247598	0.0334984543422022	0.751272684720353	1644	TotFA	cg17901584	TotFA	DHCR24	
-0.0114987863942678	0.0240771106073034	0.633012615671894	1635	TotFA	cg19610905	TotFA	FADS2	
-0.133130620516619	0.0259382311579547	3.20461318291457e-07	1630	TotFA	cg19693031	TotFA	TXNIP	
0.114534012800223	0.0254102890736558	7.03546894945828e-06	1635	TotFA	cg20544516	TotFA	SREBF1	
0.0935551300308492	0.0267849501037679	0.000490782046161251	1640	TotFA	cg24503796	TotFA	SCD	
0.0244449750196443	0.0369810010645076	0.508696882268814	1643	TotFA	cg25324164	TotFA	FADS2	
0.122717158246288	0.0260538136546669	2.68781840640722e-06	1633	TotFA	cg27243685	TotFA	ABCG1	
-0.00637194146470335	0.0273538442500163	0.815833700011774	1631	TotFA	cg27386326	TotFA	FADS2	
-0.19550878131151	0.0243742062836998	1.99118334585572e-15	1639	MUFA	cg00574958	MUFA	CPT1A	replicated
-0.0418532630867383	0.0255284133382676	0.101307859610539	1641	MUFA	cg00603274	MUFA	FADS2	
-0.022414313719672	0.0234603489195535	0.339511788336586	1638	MUFA	cg01400685	MUFA	FADS2	
-0.119494193036253	0.0272085182595799	1.19692847234491e-05	1642	MUFA	cg02711608	MUFA	SLC1A5	
0.0502902134384492	0.0249596621425051	0.0440915364915104	1572	MUFA	cg03440556	MUFA	SCD	
0.181562668723121	0.0255858117904772	1.90857094562495e-12	1643	MUFA	cg06500161	MUFA	ABCG1	replicated
-0.113513742520552	0.0250680775122063	6.38568463403403e-06	1630	MUFA	cg06690548	MUFA	SLC7A11	
-0.0897187337102047	0.0303951076543505	0.00320520680742246	1641	MUFA	cg06781209	MUFA	FADS2	
0.132051833421184	0.0254183473445965	2.30459361591041e-07	1642	MUFA	cg07504977	MUFA	LINC00263	
-0.0891124995840595	0.0250706416430985	0.000389612252042217	1643	MUFA	cg07626482	MUFA	SLC1A5	
-0.0564025456007982	0.0248093748811206	0.0231308317538945	1633	MUFA	cg07689907	MUFA	FADS1	
0.170408375130952	0.027666659954714	9.19266515984065e-10	1642	MUFA	cg11024682	MUFA	SREBF1	kora_only
-0.074528457938635	0.0270200431312447	0.0058762039755252	1640	MUFA	cg11250194	MUFA	FADS2	
-0.110730817511358	0.0254588496949833	1.45180189521481e-05	1611	MUFA	cg14476101	MUFA	PHGDH	
0.134005170352583	0.0244492152061576	4.89920765822854e-08	1638	MUFA	cg15863539	MUFA	SREBF1	
-0.0859743735581699	0.0241602596728941	0.000383731295398517	1639	MUFA	cg16246545	MUFA	PHGDH	
-0.052975987169896	0.0328163724402721	0.10665321602715	1644	MUFA	cg17901584	MUFA	DHCR24	
-0.0855825468000611	0.0235228912011827	0.000283110940412007	1635	MUFA	cg19610905	MUFA	FADS2	
-0.181387155766908	0.0252385872643176	1.01003420225793e-12	1630	MUFA	cg19693031	MUFA	TXNIP	replicated
0.135657108534693	0.0248541467045023	5.56118349561571e-08	1635	MUFA	cg20544516	MUFA	SREBF1	
0.0468116293691341	0.0263285631084243	0.0755948560275238	1640	MUFA	cg24503796	MUFA	SCD	
-0.0299830123062325	0.0362757493053107	0.408624728241764	1643	MUFA	cg25324164	MUFA	FADS2	
0.163654724829191	0.0254088660085128	1.5638179551867e-10	1633	MUFA	cg27243685	MUFA	ABCG1	replicated
0.0403622292230551	0.0268043677543584	0.132312527383659	1631	MUFA	cg27386326	MUFA	FADS2	
-0.134451694736088	0.0213365977596863	3.84360403867037e-10	1555	Ile	cg00574958	Ile	CPT1A	replicated
-0.0379809732707736	0.0222460932092689	0.0879665753967281	1556	Ile	cg00603274	Ile	FADS2	
-0.0403228547375115	0.0203928645963159	0.0481862680491497	1554	Ile	cg01400685	Ile	FADS2	
-0.0696422213962604	0.0240093373042155	0.00377709215460309	1557	Ile	cg02711608	Ile	SLC1A5	
0.0423854940114916	0.0216031459415857	0.0499497557979423	1494	Ile	cg03440556	Ile	SCD	
0.161746771650433	0.0221984780877985	5.06561458250728e-13	1559	Ile	cg06500161	Ile	ABCG1	kora_only
-0.098316584829086	0.0220084885398538	8.50777007268785e-06	1547	Ile	cg06690548	Ile	SLC7A11	
-0.0558273231466917	0.0264519260134419	0.0349748624784622	1556	Ile	cg06781209	Ile	FADS2	
0.0853415337536194	0.022063982342393	0.00011434928533333	1559	Ile	cg07504977	Ile	LINC00263	
-0.0456233350768142	0.0218165493070742	0.0366715395485677	1558	Ile	cg07626482	Ile	SLC1A5	
-0.0264521925961165	0.0215163390421528	0.219110927335382	1549	Ile	cg07689907	Ile	FADS1	
0.103223155172738	0.0241228100484794	1.99265177640305e-05	1557	Ile	cg11024682	Ile	SREBF1	
-0.0489419875466259	0.0234609296584543	0.0371336570949659	1556	Ile	cg11250194	Ile	FADS2	
-0.0883199736479042	0.0224203482920004	8.54600653066793e-05	1528	Ile	cg14476101	Ile	PHGDH	
0.106360950526614	0.0212730544396249	6.39857822389138e-07	1553	Ile	cg15863539	Ile	SREBF1	
-0.0681131891700105	0.0210830990678187	0.00126104561280695	1554	Ile	cg16246545	Ile	PHGDH	
-0.0936570121777319	0.0285130115350983	0.00104381130905605	1559	Ile	cg17901584	Ile	DHCR24	
-0.0412002019006876	0.0205158013996647	0.0447956065522929	1550	Ile	cg19610905	Ile	FADS2	
-0.131040503730258	0.0220958192105639	3.72830081179576e-09	1545	Ile	cg19693031	Ile	TXNIP	replicated
0.0913802621553256	0.0216524909981427	2.5830354778584e-05	1550	Ile	cg20544516	Ile	SREBF1	
0.026356545161565	0.0229374368211045	0.250709165688053	1556	Ile	cg24503796	Ile	SCD	
-0.0190382759287717	0.0317949370967096	0.549405608403974	1558	Ile	cg25324164	Ile	FADS2	
0.116639001466648	0.022159493725583	1.61322592116144e-07	1549	Ile	cg27243685	Ile	ABCG1	
0.0273445695838667	0.023344512517662	0.241641056883568	1549	Ile	cg27386326	Ile	FADS2	
-0.183576795947698	0.0237397237684833	1.84477428759189e-14	1623	L.VLDL.C	cg00574958	VLDL	CPT1A	kora_only
-0.00388927775221075	0.0247938006801083	0.875371030450889	1625	L.VLDL.C	cg00603274	VLDL	FADS2	
0.00374447402612474	0.0227513684508081	0.869293475701129	1622	L.VLDL.C	cg01400685	VLDL	FADS2	
-0.0622842583080934	0.0265298440778989	0.0190102546597781	1626	L.VLDL.C	cg02711608	VLDL	SLC1A5	
0.0360543046515869	0.0242463552297389	0.137220326464528	1556	L.VLDL.C	cg03440556	VLDL	SCD	
0.196211517762803	0.0246582364195949	3.29306656023402e-15	1627	L.VLDL.C	cg06500161	VLDL	ABCG1	replicated
-0.0621305390083054	0.0245232417565177	0.0113869194213067	1614	L.VLDL.C	cg06690548	VLDL	SLC7A11	
-0.0249978998506677	0.029524975295294	0.397305512640684	1625	L.VLDL.C	cg06781209	VLDL	FADS2	
0.114028620373285	0.0247300726559678	4.3261821454639e-06	1626	L.VLDL.C	cg07504977	VLDL	LINC00263	
-0.0318362646285049	0.0244330064766788	0.19276063257772	1627	L.VLDL.C	cg07626482	VLDL	SLC1A5	
-0.0429156928393862	0.0240640701900162	0.0747121029806457	1618	L.VLDL.C	cg07689907	VLDL	FADS1	
0.140665901541956	0.0269352573961783	1.99725931049141e-07	1626	L.VLDL.C	cg11024682	VLDL	SREBF1	
-0.0324427405852326	0.0262604033752959	0.216853546404164	1624	L.VLDL.C	cg11250194	VLDL	FADS2	
-0.0917091224269409	0.0247558457392006	0.000219082196335245	1596	L.VLDL.C	cg14476101	VLDL	PHGDH	
0.0934220467608625	0.0238919679781774	9.60750372081758e-05	1622	L.VLDL.C	cg15863539	VLDL	SREBF1	
-0.0602415225596809	0.0235050033013782	0.0104700914353159	1623	L.VLDL.C	cg16246545	VLDL	PHGDH	
-0.094484840207528	0.0316719402579322	0.00289515032740535	1628	L.VLDL.C	cg17901584	VLDL	DHCR24	
-0.0480438955271437	0.0229015661577923	0.0360756064619324	1619	L.VLDL.C	cg19610905	VLDL	FADS2	
-0.158386132392187	0.0245423392309396	1.44554188804213e-10	1614	L.VLDL.C	cg19693031	VLDL	TXNIP	replicated
0.121079779435659	0.024038561529683	5.26746539897507e-07	1619	L.VLDL.C	cg20544516	VLDL	SREBF1	
0.0101623871310603	0.0256310385167221	0.69179814595919	1624	L.VLDL.C	cg24503796	VLDL	SCD	
0.0166792743731298	0.0351826100065091	0.635509238179142	1627	L.VLDL.C	cg25324164	VLDL	FADS2	
0.143191093129892	0.0248082421867402	9.39684136733258e-09	1618	L.VLDL.C	cg27243685	VLDL	ABCG1	
0.011829635428435	0.025896612747447	0.647875266414768	1615	L.VLDL.C	cg27386326	VLDL	FADS2	
-0.183493474675192	0.0232341518611241	5.19746724973646e-15	1643	L.VLDL.L	cg00574958	VLDL	CPT1A	replicated
-0.0160838988548356	0.0243441005815315	0.508904916567073	1645	L.VLDL.L	cg00603274	VLDL	FADS2	
-0.015790199645926	0.0223521195758041	0.480022457752722	1642	L.VLDL.L	cg01400685	VLDL	FADS2	
-0.0947029003314692	0.0259311713245567	0.000268359257050667	1646	L.VLDL.L	cg02711608	VLDL	SLC1A5	
0.0327506033535801	0.0237557090975321	0.168203519466213	1576	L.VLDL.L	cg03440556	VLDL	SCD	
0.208868628105141	0.0241596848456261	1.26179006980689e-17	1647	L.VLDL.L	cg06500161	VLDL	ABCG1	replicated
-0.0893951756428518	0.0240519879522431	0.000208690279218799	1634	L.VLDL.L	cg06690548	VLDL	SLC7A11	
-0.0515288596203819	0.0289512717348626	0.0752876897291747	1645	L.VLDL.L	cg06781209	VLDL	FADS2	
0.121176769778111	0.024183099038011	6.01129467937933e-07	1646	L.VLDL.L	cg07504977	VLDL	LINC00263	
-0.0571971613773481	0.0239244223684751	0.0169273895214797	1647	L.VLDL.L	cg07626482	VLDL	SLC1A5	
-0.0317792452929696	0.023513712967384	0.176718064472524	1637	L.VLDL.L	cg07689907	VLDL	FADS1	
0.145960157121926	0.0264266046704954	3.86880824637305e-08	1646	L.VLDL.L	cg11024682	VLDL	SREBF1	
-0.0588782096869614	0.0257197091654772	0.0221940865874418	1644	L.VLDL.L	cg11250194	VLDL	FADS2	
-0.101072137429277	0.0241499052132792	3.00453681392012e-05	1615	L.VLDL.L	cg14476101	VLDL	PHGDH	
0.117266423952757	0.0232829387029017	5.26809102619786e-07	1642	L.VLDL.L	cg15863539	VLDL	SREBF1	
-0.0815150940840178	0.0230235924185093	0.000410637655556141	1643	L.VLDL.L	cg16246545	VLDL	PHGDH	
-0.115391442810875	0.031059224540231	0.000209895231746946	1648	L.VLDL.L	cg17901584	VLDL	DHCR24	
-0.0538915490709234	0.0224518119096892	0.0164930071019856	1639	L.VLDL.L	cg19610905	VLDL	FADS2	
-0.159904764408652	0.024066502155968	4.15353130591391e-11	1634	L.VLDL.L	cg19693031	VLDL	TXNIP	replicated
0.133255628828344	0.0236045988072932	1.94335765903254e-08	1639	L.VLDL.L	cg20544516	VLDL	SREBF1	
0.0139453371837847	0.0250898499926375	0.578413287206727	1644	L.VLDL.L	cg24503796	VLDL	SCD	
-0.000242590377322363	0.0345438200152897	0.994397614814195	1647	L.VLDL.L	cg25324164	VLDL	FADS2	
0.156363247294712	0.0241235533240155	1.20062957982899e-10	1637	L.VLDL.L	cg27243685	VLDL	ABCG1	replicated
0.0126157358612327	0.0254892279909321	0.620707104440441	1635	L.VLDL.L	cg27386326	VLDL	FADS2	
-0.172361150563164	0.0239796199865282	1.00015016533513e-12	1643	M.VLDL.C	cg00574958	VLDL	CPT1A	replicated
0.00293725849443324	0.0250304508657987	0.906599261091136	1645	M.VLDL.C	cg00603274	VLDL	FADS2	
0.00666403613145532	0.0230118473646186	0.772165758113491	1642	M.VLDL.C	cg01400685	VLDL	FADS2	
-0.065418955488515	0.0267331946423633	0.0145060546413797	1646	M.VLDL.C	cg02711608	VLDL	SLC1A5	
0.0495154173845498	0.0243952927604626	0.042555696819985	1576	M.VLDL.C	cg03440556	VLDL	SCD	
0.199335918923053	0.0249401528730748	2.48188866669134e-15	1647	M.VLDL.C	cg06500161	VLDL	ABCG1	replicated
-0.0669592655956254	0.0247741819904646	0.00694822967749054	1634	M.VLDL.C	cg06690548	VLDL	SLC7A11	
-0.0278681503965077	0.029796066912371	0.349774599727808	1645	M.VLDL.C	cg06781209	VLDL	FADS2	
0.122034654478365	0.024880559632078	1.02868137151446e-06	1646	M.VLDL.C	cg07504977	VLDL	LINC00263	
-0.0367242789599235	0.0246395909092917	0.136297646175998	1647	M.VLDL.C	cg07626482	VLDL	SLC1A5	
-0.0306232552485004	0.024300291443413	0.207778638509819	1637	M.VLDL.C	cg07689907	VLDL	FADS1	
0.159573151543488	0.0271452071549305	5.01343696884478e-09	1646	M.VLDL.C	cg11024682	VLDL	SREBF1	
-0.0244756696963994	0.026481664178872	0.355493640356026	1644	M.VLDL.C	cg11250194	VLDL	FADS2	
-0.0729646228953726	0.0248147442524905	0.00332537788101255	1615	M.VLDL.C	cg14476101	VLDL	PHGDH	
0.104688492202457	0.0240035337354548	1.37382967350116e-05	1642	M.VLDL.C	cg15863539	VLDL	SREBF1	
-0.0509372206107874	0.0237378984007489	0.0320353988135611	1643	M.VLDL.C	cg16246545	VLDL	PHGDH	
-0.0809599327487974	0.0320251797098195	0.0115650456608145	1648	M.VLDL.C	cg17901584	VLDL	DHCR24	
-0.034021640857573	0.0231342748569758	0.141589238787541	1639	M.VLDL.C	cg19610905	VLDL	FADS2	
-0.148773053099765	0.0248121265585465	2.49067672627129e-09	1634	M.VLDL.C	cg19693031	VLDL	TXNIP	
